FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,SPIELPLATZ_DETAIL,TYP_DETAIL,SE_ANNO_CAD_DATA
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17bc,1167663,POINT (16.41487924271102 48.17042219381916),Braunhuberpark,11,"Balancieren, Drehen, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17bd,1167664,POINT (16.411384083466647 48.25135331528409),Freiligrathpark,21,"Balancieren, Basketball, Fußball, Karussell, Klettern, Reck, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Torwand, Wasserspiel","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17be,1167665,POINT (16.442522611009792 48.253165600672894),PA Aladar-Pecht-Gasse,22,Basketball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17bf,1167666,POINT (16.44371017521145 48.25315612313472),PA Aladar-Pecht-Gasse,22,"Karussell, Nestschaukel, Wippe",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17c0,1167667,POINT (16.344165929853784 48.24551267982323),Strauß-Lanner-Park,19,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17c1,1167668,POINT (16.300151309781036 48.177717018079996),Maxingpark,13,Sandspielen,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17c2,1167669,POINT (16.470328741607748 48.227506605744104),GA Zschokkegasse,22,"Klettern, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17c3,1167670,POINT (16.335150124360105 48.17885003118904),PA Vierthalergasse,12,"Klettern, Rutschen, Sand-Matsch, Sandspielen, Streetball, Tischtennis, Volleyball, Wasserspiel","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17c4,1167671,POINT (16.395026929677943 48.14658693842058),PA Johann-Pölzer-Gasse,10,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17c5,1167672,POINT (16.367546462983892 48.2240271422374),Karoline-Tintner-Promenade,9,"Balancieren, Basketball, Fitness, Fußball, Streetball","Ballspielkäfig, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17c6,1167673,POINT (16.367631207245026 48.22301751859137),Karoline-Tintner-Promenade,9,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17c7,1167674,POINT (16.44857652988025 48.269109997373825),Hedwig-und-Johann-Schneider-Park,21,"Balancieren, Fußball, Hängematte, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17c8,1167675,POINT (16.317726040290307 48.1484771743501),Hedy-Wunsch-Park,23,"Drehen, Fußball, Klettern, Rutschen, Schaukeln","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17c9,1167676,POINT (16.347014015011858 48.1999619919659),GA Jenny-Steiner-Weg,7,Klettern,Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17ca,1167677,POINT (16.444059248867266 48.23879025296322),PA Düsseldorfstraße,22,"Karussel, Klettern, Rutschen, Sandspiel, Schaukeln, Tischtennis, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17cb,1167678,POINT (16.36835538442385 48.24014023460083),PA Spielmanngasse,20,"Balancieren, Hüpfen, Karussell, Klettern, Reck, Rutschen, Sand-Matsch, Schaukeln, Themenspiel Kuniburg, Wasserspiel, Wippen",Themenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17cc,1167679,POINT (16.31143170310274 48.19605234281522),Reinlpark,14,"Basketball, Fitness, Fußball, Klettern, Malen, Reck, Rutschen, Sandspielen, Schaukel, Schaukeln, Tischtennis, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17cd,1167680,POINT (16.392358468858212 48.19854079650272),Arenbergpark,3,"Basketball, Drehen, Fußball, Hüpfen, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17ce,1167681,POINT (16.350861632166552 48.18278231697365),Ernst-Lichtblau-Park,5,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17cf,1167682,POINT (16.345737616510963 48.20062050204039),Dorothea-Neff-Park,7,"Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17d0,1167683,POINT (16.347485307631 48.19875109558451),Andreaspark,7,"Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Trampolin","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17d1,1167684,POINT (16.40764296423819 48.23425295625676),Linker Donaudamm Spielplatz 1,22,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17d2,1167685,POINT (16.35237012005948 48.193627644905426),Richard-Waldemar-Park,6,"Fußball, Klettern, Streetball","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17d3,1167686,POINT (16.354385985941956 48.189537558626895),Scheupark,5,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17d4,1167687,POINT (16.312799436537773 48.250585975810665),PA Am Neustiftblick,19,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17d5,1167688,POINT (16.36145995402791 48.19862076202879),Alfred-Grünwald-Park,6,", Fitness, Fußball, Klettern, Rodelhügel, Rutschen, Sandspielen, Schauckeln, Seilbahn, Streetball, Wasserspielmöglichkeit, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17d6,1167689,POINT (16.48864580631518 48.212491235157735),Lumbyepark,22,", Drehen, Fitness, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielplatz, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17d7,1167690,POINT (16.406227387117237 48.204083589787835),Prater - Jesuitenwiese,2,"Balancieren, Drehen, Klettern, Rodelhügel, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Seilbahn, Spieltier, Wasserspiel, Wasserspielmöglichkeit","Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17d8,1167691,POINT (16.402467289892734 48.20569268183015),Prater - Jesuitenwiese,2,"Beachvolleyball, Fitness","Ballspielplatz, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17d9,1167692,POINT (16.406047673282732 48.20610425752038),Prater - Jesuitenwiese,2,"Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Tischtennis","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17da,1167693,POINT (16.391645935624908 48.26089939222692),PA Tetmajergasse,21,"Brettspiel, Fußball, Hüpfen, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Seilbahn, Streetball, Wasserspiel, Wippen","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17db,1167694,POINT (16.415123929756184 48.25289388336404),PA Donaufelder Straße,21,"Hängematte, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Streetball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17dc,1167695,POINT (16.439565736326344 48.2677890338398),PA Großfeldstraße,21,Fußball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17dd,1167696,POINT (16.370599730798364 48.19919187649937),Resselpark,4,"Basketball, Fußball, Rutschen, Sandspielen, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17de,1167697,POINT (16.369518097054108 48.19946818725633),Resselpark,4,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17df,1167698,POINT (16.371663459050477 48.19946608641559),Resselpark,4,", Drehen, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17e0,1167699,POINT (16.244836507943734 48.20762962948662),Franz-Sauer-Park,14,"Basketball, Klettern, Rutschen, Schaukeln, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17e1,1167700,POINT (16.31880114184232 48.23718380324251),Gerda-Lerner-Park,18,"Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17e2,1167701,POINT (16.31742969250816 48.20069888949306),PA Neusserplatz,15,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17e3,1167702,POINT (16.3583370545211 48.226729535519254),Lichtentalerpark,9,"Balancieren, Basketball, Beachvolleyball, Fußball, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Tischtennis, Trampolin, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17e4,1167703,POINT (16.369085932252357 48.221569707791055),Wettsteinpark,2,"Klettern, Rutschen, Sandspielen, Schaukeln, Spieltier",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17e5,1167704,POINT (16.354452203587435 48.203679449300935),Vally-Wieselthier-Park,7,"Balancieren, Sandspielen, Trampolin",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17e6,1167705,POINT (16.392187168244774 48.26301179173126),Hans-Smital-Park,21,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17e7,1167706,POINT (16.30949090863413 48.212669712463935),PA Stillfriedplatz,16,"Basketball, Drehen, Fitness, Fußball, Klettern, Sandspiel, Schaukeln, Spielhaus, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17e8,1167707,POINT (16.28986127701366 48.15437992520375),PA Tullnertalgasse,23,"Basketball, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Trampolin, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17e9,1167708,POINT (16.344820408982386 48.22524756662519),PA Kutschkergasse,18,"Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17ea,1167709,POINT (16.47694244881497 48.21390639732528),PA Asperner Wies'n,22,"Fitness, Fußball","Ballspielplatz, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17eb,1167710,POINT (16.401665117556828 48.25486887064887),GA Franklinstraße,,Trampolin,Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17ec,1167712,POINT (16.29414291942301 48.14339909825614),PA Reklewskigasse,23,"Fitness, Fußball, Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wippen","Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17ed,1167713,POINT (16.43428182379751 48.19540240098228),Prater - Ameiswiese,2,"Balancieren, Hüpfen, Klettern, Reck, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17ee,1167714,POINT (16.41977440817407 48.22460303907411),Linker Donaudamm Spielplatz 2,22,"Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17ef,1167715,POINT (16.362489361700757 48.187802740541784),Rudolf-Sallinger-Park,5,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Streetball, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17f0,1167716,POINT (16.411749034408263 48.248813885582855),PA Mühlschüttelgasse (MA 45),21,"Klettern, Rutschen, Schaukeln","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17f1,1167717,POINT (16.306115973325173 48.16932410013883),PA Schlöglgasse,12,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17f2,1167718,POINT (16.27336091153689 48.17596379219884),Hugo-Pepper-Park,13,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17f3,1167719,POINT (16.335366910851924 48.20183775418386),Märzpark,15,", Balancieren, Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Volleyball, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17f4,1167720,POINT (16.33800063993806 48.18795910872253),Jugendaktivzone,15,"Basketball, Fußball, Klettern, Volleyball","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17f5,1167721,POINT (16.368302702711095 48.17505650164208),Laubepark,10,", Drehen, Fitness, Fußball, Karussell, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Spielhaus, Streetball, Tischtennis, Trampolin, Volleyball","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17f6,1167722,POINT (16.304998816084247 48.15203862455618),PA Trepetschniggasse,23,"Fitness, Karussell, Rutschen, Sandspielen, Schaukeln, Seilbahn, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17f7,1167723,POINT (16.280091914225487 48.13955836464262),Margarete-Ottillinger-Park,23,"Klettern, Rutschen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17f8,1167724,POINT (16.280260687269053 48.13881420026723),Margarete-Ottillinger-Park,23,"Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17f9,1167725,POINT (16.314777297834837 48.23202184044007),Fuchupark,17,"Klettern, Rutschen, Sandspielen, Schaukeln","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17fa,1167726,POINT (16.46229587507957 48.157699382437265),Hofgartel,11,"Fitness, Klettern","Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17fb,1167727,POINT (16.462481195579773 48.15625836371081),Hofgartel,11,"Balancieren, Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17fc,1167728,POINT (16.46253074154984 48.154954986058605),Hofgartel,11,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17fd,1167729,POINT (16.387551085374252 48.21930301024447),GA Rabbiner-Friedmann-Platz,2,Wippen,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17fe,1167730,POINT (16.365577432396055 48.1660427143237),PA Rudolfshügelgasse,10,"Basketball, Fußball, Klettern","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_17ff,1167731,POINT (16.48348038360775 48.28073463991775),PA Kaspargasse,22,"Fußball, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1800,1167732,POINT (16.362572636762124 48.226998475646305),GA Spittelauer Platz,9,"Klettern, Rutschen, Schaukeln, Spieltier, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1801,1167733,POINT (16.32790196129631 48.21260397704419),Karl-Hodina-Park,16,Spieltier,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1802,1167734,POINT (16.332601182226625 48.21339892327169),Huberpark,16,"Balancieren, Drehen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1803,1167735,POINT (16.281131891442783 48.135772509012085),GA Liesinger Platz,23,"Balancieren, Bodenspiel, Wasserspiel, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1804,1167736,POINT (16.451634996599036 48.257180756498364),GA Rennbahnweg,22,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1805,1167737,POINT (16.340592078064788 48.19565562526382),GA Christian-Broda-Platz,6,"Drehen, Spieltier, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1806,1167738,POINT (16.40333170507542 48.22636900870954),Mexikopark – Rosenpark,2,"Fußball, Karussell, Klettern, Rutschen, Sand-Match, Sandspielen, Schaukeln, Seilbahn, Wasserspielmöglichkeit","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1807,1167739,POINT (16.3714097647086 48.173154048776524),Arthaberpark,10,"Basketball, Drehen, Fußball, Hängematte, Klettern, Reck, Sand-Matsch, Schaukeln, Tischtennis, Volleyball, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1808,1167740,POINT (16.47690384246203 48.21856335349574),PA Eibengasse,22,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1809,1167711,POINT (16.404378761174904 48.25412776663857),GA Franklinstraße,,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_180a,1167741,POINT (16.404893142695165 48.22466475220449),Mexikopark – Kirche,2,"Basketball, Fitness, Fußball, Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_180b,1167742,POINT (16.378325014510555 48.17928747893625),Humboldtpark,10,"Drehen, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Streetball, Tischtennis, Trampolin, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_180c,1167743,POINT (16.27518900002849 48.13728958075728),Herbert-Mayr-Park,23,"Fitness, Fußball, Hüpfen, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Skaten, Spielhaus, Wippen","Ballspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_180d,1167744,POINT (16.312543247800438 48.215363182218354),PA Mildeplatz,16,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_180e,1167745,POINT (16.315334329804692 48.191533481785),Heinz-Conrads-Park,14,"Basketball, Fußball, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_180f,1167746,POINT (16.316925951929548 48.221466710586995),PA Stöberplatz,16,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Slackline, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1810,1167747,POINT (16.348764367895004 48.21691163789623),Viktor-Frankl-Park,9,"Balancieren, Klettern, Sandspielen","Kleinkinderspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1811,1167748,POINT (16.475607796624672 48.21423692218966),Trygve-Lie-Park,22,"Basketball, Fußball, Klettern, Rutschen, Schaukeln, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1812,1167749,POINT (16.31313140380714 48.14831215933157),PA Alma-Seidler-Weg,23,"Basketball, Beachvolleyball, Fitness, Fußball, Karussell, Klettern, Sandspielen, Schaukeln, Skaten, Spielhaus, Tischtennis, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz, Wasserspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1813,1167750,POINT (16.28787885838343 48.1677657980468),PA Furtwänglerplatz,13,"Basketball, Drehen, Karussell, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Seilbahn, Tischtennis, Wasserspiel","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1814,1167751,POINT (16.38616278655397 48.17223878070717),Puchsbaumpark,10,"Basketball, Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln","Ballspielkäfig, Generationenspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1815,1167752,POINT (16.30268255219515 48.19527570961138),Spielplatz,14,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1816,1167753,POINT (16.36452207760828 48.21758323159294),Erwin-Ringel-Park,9,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1817,1167754,POINT (16.333853887582446 48.2345437141514),Türkenschanzpark,18,"Drehen, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1818,1167755,POINT (16.329399277901306 48.234598503277255),Türkenschanzpark,18,Basketball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1819,1167756,POINT (16.332861800257007 48.23576971934849),Türkenschanzpark,18,"Sandspielen, Spielhaus, Tischtennis","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_181a,1167757,POINT (16.336870983864923 48.23440613686734),Türkenschanzpark,18,"Balancieren, Basketball, Beachvolleyball, Drehen, Fitnes, Fußball, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Skaten, Slackline, Trampolin, Wasserspiel, Wippen","Ballspielplatz, Skaterpark, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_181b,1167758,POINT (16.286990149912906 48.17314918285256),PA Himmelbaurgasse,13,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_181c,1167759,POINT (16.39430779060726 48.15457710493606),PA Holzknechtstraße,10,"Basketball, Klettern, Rutschen, Sandspielen, Schaukeln","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_181d,1167760,POINT (16.3473598997167 48.187043799988245),PA Am Hundsturm,5,"Drehen, Hüpfen, Klettern, Rutschen, Sandspielen, Schauckeln, Schaukeln, Streetball","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_181e,1167761,POINT (16.325967080520773 48.21480376232373),Lorenz-Bayer-Park,17,"Balancieren, Basketball, Fitness, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_181f,1167762,POINT (16.283146917558295 48.19878086459695),Waidhausenpark,14,"Fitness, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1820,1167763,POINT (16.296951909473233 48.168472597224905),GA Defreggerstraße,12,"Karussell, Rutschen, Sandspiel, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1821,1167764,POINT (16.384844954633536 48.213191912003204),Veza-Canetti-Park,2,"Balancieren, Karussell, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Wasserspiel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1822,1167765,POINT (16.303636438001238 48.149665715048414),PA Josef-Österreicher-Gasse,23,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1823,1167766,POINT (16.37750597747125 48.14779172554832),PA Per-Albin-Hansson-Straße,10,"Beachvolleyball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1824,1167597,POINT (16.388726622409877 48.266718293625175),Franz-Polly-Park,21,"Klettern, Rutschen, Sand-Matsch, Schaukeln, Wasserspiel, Wippen",Spielplatz,
