FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,SPIELPLATZ_DETAIL,TYP_DETAIL,SE_ANNO_CAD_DATA
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15c5,1169910,POINT (16.32141528236512 48.241222720183316),Dr.-Meißner-Park,19,"Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15c6,1169911,POINT (16.32582307616034 48.24415057778588),Raimund-Zoder-Park,19,"Balancieren, Rutschen, Sandspielen, Schaukeln, Spieltier, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15c7,1169912,POINT (16.296503398927488 48.142220947708445),PA Anton-Heger-Platz,23,"Karussell, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15c8,1169913,POINT (16.445358493294112 48.26968354287306),PA Dopschstraße,21,"Klettern, Rutschen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15c9,1169914,POINT (16.38449673367603 48.176048559717024),Mundypark,10,"Basketball, Fußball, Schaukeln, Tischtennis","Ballspielkäfig, Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ca,1169915,POINT (16.399685499654165 48.25488369818559),PA Bodenstedtgasse,21,"Fitness, Karussell, Skaten","Generationenspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15cb,1169916,POINT (16.476697182996745 48.25299011585391),Motorikpark,22,"Fitness, Trampolin",Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15cc,1169917,POINT (16.477488402622892 48.2546401121527),Motorikpark,22,"Karussel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15cd,1169918,POINT (16.478484244134904 48.25419181526874),Motorikpark,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ce,1169920,POINT (16.391889511377908 48.1916541737447),Leon-Zelman-Park,3,", Fitnessgerät, Schaukeln, Slacklining, Tischtennis","Ballspielplatz, Generationenspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15cf,1169921,POINT (16.39304470699843 48.19091674058493),Leon-Zelman-Park,3,Klettern,Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15d0,1169922,POINT (16.39354071995363 48.190266866695005),Leon-Zelman-Park,3,Reck,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15d1,1169923,POINT (16.29408472854118 48.2151915283257),Katharinenruhe,16,"Streicheltier, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15d2,1169924,POINT (16.3010276430508 48.167280154727706),PA Karl-Kraus-Gasse,12,"Klettern, Rutschen, Sandspiel",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15d3,1169925,POINT (16.334523842133827 48.22603613799869),GA Staudgasse,18,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15d4,1169926,POINT (16.494949990484866 48.27795375459149),GA Süßenbrunner Platz,22,"Hängematte, Karussel",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15d5,1169927,POINT (16.344808443686194 48.19937784064407),Marianne-Fritz-Park,7,"Klettern, Sandspielen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15d6,1169928,POINT (16.49099894497817 48.225754789526185),PA An den alten Schanzen,22,"Basketball, Fußball, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Tischtennis, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15d7,1169929,POINT (16.357778028594403 48.16519035776331),GA Stefan-Fadinger-Platz,10,Sandspielen,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15d8,1169930,POINT (16.321200257697484 48.212806153839736),PA Wichtelgasse,16,"Klettern, Rutschen, Sandspielen, Schaukel, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15d9,1169931,POINT (16.34790104477436 48.24971694459665),PA Hungerbergstraße,19,"Basketball, Klettern, Rutschen, Sandspielen, Schaukeln, WIppen","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15da,1169932,POINT (16.358127092239506 48.15454375082354),GA Frödenplatz,10,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15db,1169933,POINT (16.368545371723382 48.170904697803515),PA Paltramplatz,10,"Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15dc,1169934,POINT (16.399678435014494 48.27363533627681),Waldpark Koloniestraße,21,"Balancieren, Karussell, Klettern, Rutschen, Schaukeln, Slackline","Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15dd,1169935,POINT (16.291784603767795 48.16327645355835),PA Fred-Liewehr-Gasse,13,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15de,1169936,POINT (16.417062099209122 48.199129657520466),Prater - Wasserwiese,2,"Karussell, Klettern, Rutschen, Sand-Matsch, Schaukeln, Wasserpiel",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15df,1169937,POINT (16.450764063306412 48.28678158339563),PA Illgasse,21,Fußball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15e0,1169938,POINT (16.388956267634686 48.260482296728085),Grete-und-Otto-Ascher-Park,21,"Hüpfspiel, Schach, Streicheltier",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15e1,1169939,POINT (16.39104415380131 48.23803216432543),Rechter Donaudamm Spielplatz 5,20,"Hüpfen, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15e2,1169940,POINT (16.41130249855326 48.29982559256685),PA Luckenschwemmgasse,21,"Balancieren, Karussell, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15e3,1169941,POINT (16.323549268401912 48.181806326406644),PA Rosasgasse,12,"Balancieren, Slackline","Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15e4,1169942,POINT (16.359315015408733 48.211951143785946),Rathauspark,1,"Klettern, Rutschen, Sand-Matsch, Sandspielen, Wasserspiel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15e5,1169943,POINT (16.343310626698702 48.18764217275048),Bruno-Kreisky-Park,5,Calisthenics,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15e6,1169944,POINT (16.34435529448692 48.18815794131123),Bruno-Kreisky-Park,5,"Drehen, Klettern, Rutschen, Sandspielen, Schaukeln, Themenspiel Mädchenpark, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15e7,1169945,POINT (16.348721834535823 48.21771550204753),PA AKH,9,"Fitness, Klettern, Rutschen, Sandspielen, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15e8,1169946,POINT (16.509693717745275 48.229360792103485),GA Am-Ostrom-Park,22,Klettern,Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15e9,1169947,POINT (16.52613991760347 48.2147543013487),Bill-Grah-Park,22,"Klettern, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ea,1169948,POINT (16.315374402351956 48.20420876588227),PA Mareschplatz,15,"Rutschen, Schaukeln, Spielhaus, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15eb,1169919,POINT (16.477649737870472 48.25378946386206),Motorikpark,22,"Rutschen, Sand-Matsch, Schaukeln",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ec,1169949,POINT (16.371697282252438 48.18694557879693),PA Schelleingasse,4,"Basketball, Fußball, Klettern, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ed,1169950,POINT (16.277241076163477 48.205959191187695),Steinhofer Park,14,"Klettern, Rutschen, Sandspielen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ee,1169951,POINT (16.286298322076448 48.2080849174664),Steinhofer Park,14,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Streetball, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ef,1169981,POINT (16.323917603305553 48.224584202444134),Christine-Nöstlinger-Park,17,"Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Skaten, Spielhaus, Streetball, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Skaterpark",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15f0,1169982,POINT (16.324040700180785 48.225592954992194),Christine-Nöstlinger-Park,17,Slackline,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15f1,1169983,POINT (16.26984756388839 48.18910874658888),PA Sommerergasse,13,"Brettspiel, Sandspielen, Spielhaus, Wippen","Kleinkinderspielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15f2,1169984,POINT (16.412702270952565 48.23006804089037),Linker Donaudamm Skaterpark (MA 45),22,Skaten,Skaterpark,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15f3,1169985,POINT (16.32605125913408 48.21285228607224),Adele-Jellinek-Park,16,"Balancieren, Brettspiel, Tischtennis","Ballspielplatz, Spielplatz, sonstiger Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15f4,1169986,POINT (16.42467084824417 48.15736135487102),PA Pretschgasse,11,"Basketball, Fußball, Karussell, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Spielhaus, Wasserspiel","Ballspielkäfig, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15f5,1169987,POINT (16.34265918746709 48.18761539190403),Stefan-Weber-Park,5,"Basketball, Beachvolleyball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15f6,1169988,POINT (16.344664706547366 48.18541941998247),Stefan-Weber-Park,5,Tischtennis,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15f7,1169989,POINT (16.345084524909943 48.1847867484535),Stefan-Weber-Park,5,"Basketball, Skaten","Ballspielplatz, Skaterpark",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15f8,1169990,POINT (16.41669549493778 48.21584694914772),Fritzi-Massary-Park,2,"Balancieren, Rutschen, Sand-Matsch, Schaukeln, Seilbahn, Trampolin, Wasserspiel, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15f9,1169991,POINT (16.418137947610525 48.16873045544459),PA Haugerstraße,11,"Basketball, Fitness","Ballspielkäfig, Generationenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15fa,1169992,POINT (16.295267898536256 48.23065201556317),Schrammelpark,17,"Klettern, Rutsche, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15fb,1169993,POINT (16.460319676143744 48.23370483652352),Hirschstettner Aupark,22,Wippe,Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15fc,1169994,POINT (16.461190283614073 48.2340859538226),Hirschstettner Aupark,22,"Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Tischtennis, Wasserspiel, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15fd,1169995,POINT (16.358889198130612 48.177784073774895),PA Knöllgasse,10,"Rutschen, Sandspielen, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15fe,1169996,POINT (16.338027812646324 48.200031518018925),Emil-Maurer-Park,7,"Klettern, Skaten, Trampolin","Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_15ff,1169997,POINT (16.338428177336475 48.19901138664723),Emil-Maurer-Park,7,Slacklining,sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1600,1169998,POINT (16.338751378344142 48.1980852752689),Emil-Maurer-Park,7,"Basketball, Fußball",sonstiger Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1601,1169999,POINT (16.407935871862016 48.199238733666206),Treppelweg - Erdberger Lände,3,"Basketball, Fußball",Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1602,1170000,POINT (16.31530570277605 48.1399538910961),PaN-Park,23,"Basketball, Beachvolleyball, Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Skaten, Tischtennis, Trampolin, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Skaterpark, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1603,1170001,POINT (16.330613330196933 48.24572064048192),PA Börnergasse,19,"Basketball, Klettern, Rutschen, Sandspielen, Seilbahn, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1604,1170002,POINT (16.374484946494707 48.21574899549351),Vilma-Steindling-Promenade,2,"Hängematte, Karussell, Klettern, Rutschen, Schaukeln, Spielhaus, Trampolin",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1605,1170003,POINT (16.455753961139504 48.276331887527434),PA Ernst-Kein-Gasse,21,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1606,1170004,POINT (16.456008275895805 48.277138914774966),PA Ernst-Kein-Gasse,21,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1607,1170005,POINT (16.416779906769516 48.29486914238616),Heisspark,21,"Basketball, Fitness, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Vollyball, Wasserspiel, Wippen","Ballspielplatz, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1608,1170006,POINT (16.41442619059325 48.21944628216849),Rechter Donaudamm Spielplatz 1,2,Fußball,Ballspielkäfig,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1609,1170007,POINT (16.356383764319453 48.19368792815846),Willi-Frank-Park,5,", Balancieren, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Streetball, Tischtennis, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_160a,1170008,POINT (16.367669205073767 48.21455317528581),Hermann-Gmeiner-Park,1,"Fußball, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Seilbahn, Streetball, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_160b,1170009,POINT (16.346921256364705 48.192377254140034),Hubert-Marischka-Park,6,"Balancieren, Basketball, Fußball, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_160c,1170010,POINT (16.43611162392254 48.24871459294092),PA Schrickgasse,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_160d,1170011,POINT (16.43705078420875 48.24960865995828),PA Schrickgasse,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_160e,1170012,POINT (16.33547888289001 48.19893220880414),Goldschlagstraße 1-126,15,Spieltier,Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_160f,1170013,POINT (16.38154814003163 48.245029866765144),PA Friedrich-Engels-Platz,20,"Basketball, Fußball, Hängematte, Karussell, Klettern, Reck, Rutschen, Sand-Matsch, Schaukeln, Spielhaus, Themenspiel Pyramidenspielplatz, Trampolin, Wasserspiel, Wippen","Ballspielkäfig, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1610,1170014,POINT (16.47207171893972 48.15716279607503),PA Muhrhoferweg,11,"Basketball, Fußball, Klettern, Rutschen, Sand-Matsch, Sandspielen, Schaukeln, Spielhaus, Wasserspiel, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1611,1170015,POINT (16.367930524325974 48.24875096391359),Spielplatz,19,"Drehen, Spieltafel, Spieltiere, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1612,1170016,POINT (16.36888005516769 48.17797805412499),PA Erlachplatz,10,"Basketball, Drehen, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1613,1170017,POINT (16.385161586588513 48.23827132124307),Allerheiligenpark,20,"Basketball, Drehen, Fitness, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Tischtennis, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1614,1170018,POINT (16.455811903979907 48.25279978509337),PA Ernst-Jandl-Weg,22,Fußball,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1615,1170019,POINT (16.436507315480288 48.23122312544725),Lagerwiese Rehlacke,22,"Drehen, Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln, Seilbahn, Tischtennis, Wippen","Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1616,1170020,POINT (16.43771178758837 48.23138747838719),Lagerwiese Rehlacke,22,Fitness,Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1617,1170021,POINT (16.334080756676112 48.20576834875816),PA Ludo-Hartmann-Platz,16,"Balancieren, Basketball, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Themenspiel Mäusespielplatz, Tischtennis, Volleyball, Wippen","Ballspielkäfig, Ballspielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1618,1170022,POINT (16.39846766117222 48.19138248336689),Waisenhauspark,3,"Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Wippen","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1619,1170023,POINT (16.320712643331284 48.1710302843587),Bil-Spira-Park,12,"Basketball, Drehen, Fitness, Fußball, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Volleyball","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_161a,1170024,POINT (16.490271496330603 48.21446596185902),PA Benjowskigasse,22,"Klettern, Rutschen, Sand-Match, Sandspielen, Schaukeln, Streetball, Wasserspiel, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_161b,1170025,POINT (16.34067505268725 48.20747487883221),Josef-Strauß-Park,7,"Basketball, Fitness, Fußball, Karussell, Klettern, Reck, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Volleyball, Wasserspiel, Wippen","Ballspielkäfig, Ballspielplatz, Generationenspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_161c,1170026,POINT (16.413575759689103 48.22511723257977),Wasserspielplatz Donauinsel,22,"Sand-Matsch, Wasserspiel",Wasserspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_161d,1170027,POINT (16.418585590463604 48.16647578771138),Carsonypark,11,"Drehen, Rutschen, Sandspielen, Schaukeln, Tischtennis, Wippen","Ballspielplatz, Kleinkinderspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_161e,1170028,POINT (16.46588813872193 48.23306319299413),PA Am Krautgarten,22,"Hängematte, Klettern, Rutschen, Schaukeln, Wippen",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_161f,1170029,POINT (16.28385646654615 48.1415741338564),PA Robinsonweg,23,"Fitness, Motorikspielplatz",Generationenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1620,1170030,POINT (16.368818108561527 48.19366014951239),GA Brahmsplatz,4,"Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1621,1170031,POINT (16.418172311477875 48.23192111060244),PA Am Kaiserwasser,22,"Balancieren, Karussell, Klettern, Schaukeln, Spielhaus, Themenspiel Kontinente-Spielplatz, Wippen",Themenspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1622,1170032,POINT (16.419357031884562 48.23149185626038),PA Am Kaiserwasser,22,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1623,1170033,POINT (16.413014767679712 48.27509833757225),PA Wankläckergasse,21,"Federwippe, Fußball, Klettern, Schaukel","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1624,1170034,POINT (16.344967441910953 48.180040226151405),Paula-von-Mirtow-Park,12,"Sand-Matsch, Sandspielen, Wasserspiel, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1625,1170035,POINT (16.306238302103086 48.16526068819374),Franz-Hübel-Park,12,"Balancieren, Drehen, Fußball, Karussell, Klettern, Reck, Rutschen, Sandspiel, Schaukeln, Wippen","Ballspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1626,1170036,POINT (16.481131557783254 48.24117068888378),PA Ziegelhofstraße,22,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1627,1170037,POINT (16.353058903723415 48.21619545316984),PA Altes AKH,9,"Drehen, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1628,1170038,POINT (16.388570825206372 48.14865134911441),PA Bergtaidingweg,10,"Klettern, Schaukeln, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1629,1170039,POINT (16.389279273983895 48.14812836918854),PA Bergtaidingweg,10,Tischtennis,Ballspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_162a,1170040,POINT (16.37497601353035 48.19056029368422),GA St.-Elisabeth-Platz,4,"Karussell, Reck, Schaukeln, Wippen",Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_162b,1170130,POINT (16.36139380628192 48.27086645374907),Rechter Donaudamm Spielplatz 8,19,"Klettertrüme, Rutsche, Sandkiste, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_162c,1170131,POINT (16.333241366087286 48.20875822252562),PA Hofferplatz,16,"Basketball, Drehen, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Volleyball, Wippen","Ballspielkäfig, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_162d,1170132,POINT (16.412738761814705 48.277658600396514),PA Berzeliusgasse,21,"Basketball, Fußball, Klettern, Schaukeln, Wasserspiel, Wippen","Ballspielkäfig, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_162e,1170133,POINT (16.442026902270552 48.16124982491851),Schloss Neugebäude - Unterer Garten,11,"Balancieren, Fitness, Klettern, Rutschen, Sandspielen, Schaukeln","Generationenspielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_162f,1170134,POINT (16.443356141301017 48.16100185624107),Schloss Neugebäude - Unterer Garten,11,"Drehen, Fitness, Karussell, Klettern, Rutschen, Sandspielen, Schaukeln, Wippen","Generationenspielplatz, Themenspielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1630,1170135,POINT (16.330781646907095 48.21755245272444),PA Ortliebgasse,17,"Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Spieltiere, Wasserspiel, Wippen","Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1631,1170136,POINT (16.405688446244337 48.19208651984495),PA Baumgasse,3,Sandspielen,Kleinkinderspielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1632,1170137,POINT (16.35517000478496 48.18125821770409),PA Leopold-Rister-Gasse,5,"Basketball, Fußball, Klettern, Rutschen, Sandspielen, Schaukeln, Spielhaus, Tischtennis, Wippen","Ballspielkäfig, Ballspielplatz, Kleinkinderspielplatz, Spielplatz",
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1633,1170138,POINT (16.336304199607653 48.19321823740166),PA Haidmannsgasse,15,"Hängematte, Klettern, Rutschen, Sandspielen, Schaukeln",Spielplatz,
SPIELPLATZPUNKTOGD.fid-2ff782e0_187b993f030_1634,1170139,POINT (16.355751217756666 48.203747769643634),Gutenbergpark,7,"Klettern, Rutschen, Sandspielen, Schaukeln, Wasserspiel, Wippen","Kleinkinderspielplatz, Spielplatz",
